#,Swift_BAT_name,BAT_ra,BAT_dec,SNR,COUNTERPART_NAME,OTHER_NAME,CTPT_RA,CTPT_DEC,Flux_BAT,FLUX_LO,FLUX_HI,CONTA,index_BAT,GAMM2,GAMM3,CHI_SQ_R,REDSHIF,LUM,ASSOC_STREN,CL2,Type_BAT
521,SWIFTJ1051.2-1704B,162.940,-17.156,5.22,2MASXJ10513744-1707292,,162.9061,-17.1248,6.41,1.68,10.79,0.0,2.18,0.00,8.32,0.80,0.0183,42.68,,70,UnknownAGN
522,SWIFTJ1052.8+1043,163.156,10.637,8.06,2MASXJ10523297+1036205,,163.1370,10.6060,12.08,9.44,14.53,0.0,2.19,1.75,2.72,0.40,0.0878,44.37,,50,Sy2
523,SWIFTJ1059.8+6507,164.858,65.120,7.30,2MASXJ10594361+6504063,,164.9315,65.0684,10.85,8.45,13.09,0.0,1.91,1.50,2.37,0.80,0.0836,44.27,,50,Sy2
524,SWIFTJ1100.9+1104,165.219,11.135,4.53,Mrk728,,165.2574,11.0469,10.38,6.90,13.62,0.0,1.45,0.68,2.24,1.20,0.0356,43.48,,40,Sy1.5
525,SWIFTJ1103.4+3731,165.880,37.458,6.63,FBQSJ110340.2+372925,,165.9178,37.4904,9.86,7.09,11.40,0.0,1.96,1.51,2.49,0.40,0.0739,44.12,,50,Sy1.9
526,SWIFTJ1103.5-2329,165.868,-23.471,7.03,2MASXJ11033765-2329307,,165.9067,-23.4920,10.80,7.79,12.46,0.0,2.53,2.02,3.20,0.70,0.1860,45.02,,80,BeamedAGN
527,SWIFTJ1104.4+3812,166.103,38.214,129.26,Mrk421,,166.1138,38.2088,141.00,138.99,142.11,0.0,2.76,2.72,2.79,7.90,0.0300,44.46,,80,BeamedAGN
528,SWIFTJ1105.7+5854A,166.533,58.900,8.29,CGCG291-028,,166.4959,58.9460,7.54,2.77,10.19,0.0,2.13,0.90,4.18,0.40,0.0477,43.61,,50,Sy2
529,SWIFTJ1105.7+5854B,166.355,58.823,6.21,2MASXJ11053754+5851206,,166.4068,58.8558,6.02,1.04,10.82,0.0,1.61,0.00,0.00,0.50,0.1916,44.80,,40,Sy1.2
530,SWIFTJ1106.5+7234,166.668,72.570,74.93,NGC3516,,166.6979,72.5686,112.42,110.19,114.76,0.0,1.93,1.89,1.97,10.20,0.0088,43.29,,40,Sy1.2
531,SWIFTJ1110.6-2832,167.675,-28.528,5.25,ESO438-G009,,167.7000,-28.5011,6.80,4.71,8.72,0.0,3.03,2.25,4.20,0.90,0.0240,42.95,,50,Sy1.9
532,SWIFTJ1113.6+0936,168.452,9.548,6.30,IC2637,,168.4570,9.5860,12.40,9.56,15.33,0.0,1.76,1.25,2.32,0.50,0.0292,43.38,,40,Sy1.5
533,SWIFTJ1114.3+2020,168.529,20.389,5.76,NGC3588NED01,,168.5103,20.3873,10.45,7.82,12.34,0.0,1.84,1.35,2.37,1.40,0.0262,43.21,,50,Sy2
534,SWIFTJ1114.3+7944,168.512,79.721,6.26,MCG+13-08-056,,168.6830,79.7266,15.50,12.46,17.68,0.0,1.15,0.64,1.63,0.50,,,,50,Sy2
535,SWIFTJ1115.3+5423,168.832,54.381,6.22,MCG+09-19-015NED02,,168.8333,54.3880,9.82,7.62,11.40,0.0,1.91,1.46,2.43,0.50,0.0703,44.07,,50,Sy2
536,SWIFTJ1118.5-5440,169.613,-54.637,9.74,2MASSJ11182121-5437286,,169.5884,-54.6246,18.08,15.33,20.04,0.0,2.01,1.66,2.41,0.90,,,,190,LMXB
537,SWIFTJ1119.5+5132,169.887,51.607,3.93,SBS1116+518,,169.9084,51.5543,5.90,4.12,7.83,0.0,1.83,1.09,2.73,0.70,0.1070,44.24,,40,Sy1
538,SWIFTJ1120.8-4316,170.240,-43.226,8.99,ESO265-G023,,170.2000,-43.2640,14.98,12.88,17.09,0.0,2.21,1.78,2.73,1.00,0.0560,44.05,,50,Sy1.9
539,SWIFTJ1121.0-6154,170.202,-61.919,57.58,1A1118-61,,170.2384,-61.9167,91.29,89.54,93.06,0.0,2.48,2.42,2.54,26.80,,,,180,HMXB
540,SWIFTJ1120.9-6037,170.313,-60.623,912.70,CenX-3,,170.3158,-60.6230,1044.71,1043.68,1045.75,0.0,4.14,4.13,4.15,1428.60,,,,180,HMXB
541,SWIFTJ1124.6-5917,171.123,-59.307,5.32,PSRJ1124-5916,,171.1633,-59.2719,8.28,6.45,10.90,0.0,2.47,1.82,3.36,0.50,,,,150,Pulsar
542,SWIFTJ1125.6+5423,171.369,54.377,12.17,ARP151,,171.4007,54.3825,20.13,18.27,22.72,0.0,1.79,1.55,2.05,0.40,0.0211,43.31,,40,Sy1.2
543,SWIFTJ1126.7+3514,171.725,35.253,6.42,Mrk423,,171.7021,35.2509,10.62,8.68,13.35,0.0,1.86,1.37,2.42,1.10,0.0323,43.41,,50,Sy2
544,SWIFTJ1127.5+1906,171.808,19.086,11.12,2MASXJ11271632+1909198,,171.8178,19.1556,20.85,18.58,24.01,0.0,1.73,1.45,2.02,0.50,0.1055,44.77,,50,Sy1.9
545,SWIFTJ1130.1-1447,172.532,-14.797,13.62,PKS1127-14,,172.5294,-14.8243,28.74,24.82,30.87,0.0,1.88,1.64,2.14,0.40,1.1840,47.36,,80,BeamedAGN
546,SWIFTJ1131.0-6256,172.781,-62.951,13.58,HD100199,,172.7788,-62.9469,20.06,17.56,21.41,0.0,2.69,2.43,2.99,1.30,,,,180,HMXB
547,SWIFTJ1131.9-1233,172.952,-12.542,6.38,2MASXJ11315154-1231587,,172.9647,-12.5329,13.27,9.47,15.32,0.0,1.95,1.39,2.61,1.00,0.6540,46.39,,70,UnknownAGN
548,SWIFTJ1132.7+5301,173.216,53.016,9.32,NGC3718,,173.1452,53.0679,12.24,10.59,14.67,0.0,2.07,1.74,2.45,1.40,0.0033,41.47,,50,Sy1.9
549,SWIFTJ1132.9+1019A,173.186,10.240,8.47,IC2921,,173.2053,10.2965,17.59,13.34,23.80,0.0,1.99,1.34,2.86,1.60,0.0437,43.90,,40,Sy1.2
550,SWIFTJ1132.9+1019B,173.225,10.296,11.10,[HB89]1130+106,,173.2479,10.3951,3.23,0.00,10.90,0.0,1.31,0.00,0.00,1.00,0.5398,45.57,,40,Sy1
551,SWIFTJ1136.7+6738,174.104,67.645,10.19,2MASXJ11363009+6737042,,174.1253,67.6179,12.73,11.20,14.97,0.0,2.33,2.00,2.72,0.60,0.1342,44.78,,80,BeamedAGN
552,SWIFTJ1136.0+2132,174.106,21.576,10.08,Mrk739E,,174.1220,21.5960,12.91,11.31,15.25,0.0,2.54,2.19,2.96,1.40,0.0299,43.42,,40,Sy1
553,SWIFTJ1136.7-6007,174.162,-60.095,8.39,2MASXJ11364205-6003070,,174.1752,-60.0519,16.45,14.21,19.46,0.0,1.98,1.64,2.35,1.10,0.0140,42.86,,50,Sy2
554,SWIFTJ1138.9+2529A,174.676,25.481,5.88,2MASXJ11383367+2523532,,174.6405,25.3981,5.95,3.90,8.72,0.0,2.12,1.23,3.47,0.80,0.0254,42.94,,50,Sy2
555,SWIFTJ1138.9+2529B,174.881,25.584,3.53,SDSSJ113915.13+253557.9,,174.8131,25.5994,9.01,6.76,12.03,0.0,1.91,1.26,2.76,1.00,0.2195,45.11,,50,Sy2
556,SWIFTJ1139.1+5913,174.804,59.200,15.25,SBS1136+594,,174.7870,59.1990,23.26,21.46,25.27,0.0,1.93,1.72,2.14,0.80,0.0601,44.30,,40,Sy1.5
557,SWIFTJ1139.0-2323,174.701,-23.349,7.85,HE1136-2304,,174.7129,-23.3600,15.31,12.73,18.20,0.0,2.08,1.69,2.52,1.20,0.0270,43.41,,50,Sy1.9
558,SWIFTJ1139.0-3743,174.756,-37.744,84.85,NGC3783,,174.7572,-37.7386,173.84,171.30,176.67,0.0,2.00,1.96,2.04,2.30,0.0097,43.56,,40,Sy1.2
559,SWIFTJ1139.5-6526,174.888,-65.376,6.67,GTMus,,174.8733,-65.3978,7.16,6.06,8.35,0.0,4.55,3.61,6.04,0.80,,,,200,XRB
560,SWIFTJ1139.8+3157,174.935,31.961,8.73,NGC3786,,174.9270,31.9090,14.63,11.73,17.04,0.0,1.73,1.37,2.10,0.40,0.0089,42.41,,50,Sy1.9
561,SWIFTJ1141.3+2156,175.296,21.916,11.75,PG1138+222,,175.3173,21.9394,21.71,18.63,24.23,0.0,1.74,1.49,2.01,1.00,0.0632,44.32,,40,Sy1.5
562,SWIFTJ1142.2+1021,175.561,10.333,10.35,NGC3822,,175.5463,10.2778,18.11,14.97,20.69,0.0,1.87,1.54,2.22,0.80,0.0209,43.25,,50,Sy2
563,SWIFTJ1142.7+7149,175.861,71.689,17.84,DODra,,175.9098,71.6890,17.56,15.94,18.90,0.0,3.10,2.85,3.39,1.00,,,,90,CV
564,SWIFTJ1144.0-6105,176.007,-61.120,30.83,IGRJ11435-6109,,175.9667,-61.1500,47.90,45.55,50.13,0.0,2.49,2.38,2.61,2.00,,,,180,HMXB
565,SWIFTJ1144.1+3652,176.144,36.871,8.01,KUG1141+371,,176.1240,36.8860,14.96,12.32,17.48,0.0,1.65,1.30,2.02,0.50,0.0381,43.70,,40,Sy1.2
566,SWIFTJ1143.7+7942,176.190,79.682,18.96,UGC06728,,176.3168,79.6815,26.85,24.58,29.02,0.0,2.09,1.92,2.27,2.30,0.0065,42.40,,40,Sy1.2
567,SWIFTJ1145.6-1819,176.419,-18.455,23.49,2MASXJ11454045-1827149,,176.4186,-18.4543,48.28,45.07,51.33,0.0,2.04,1.91,2.19,1.20,0.0329,44.08,,40,Sy1.2
568,SWIFTJ1145.2+5905,176.425,58.962,9.85,MCG+10-17-061,,176.3881,58.9781,14.69,12.31,16.87,0.0,1.98,1.69,2.29,1.70,0.0099,42.51,,50,Sy2
569,SWIFTJ1145.6-6956,176.524,-69.903,7.16,PKS1143-696,,176.4734,-69.9005,15.40,12.14,18.39,0.0,1.69,1.29,2.13,0.30,0.2440,45.44,,80,BeamedAGN
570,SWIFTJ1147.2-6156A,176.873,-61.928,154.62,1E1145.1-6141,,176.8692,-61.9539,326.76,324.19,329.13,0.0,2.70,2.68,2.72,53.70,,,,180,HMXB
571,SWIFTJ1147.2-6156B,176.878,-62.016,77.16,4U1145-61,,177.0001,-62.2069,12.54,9.55,15.27,0.0,2.28,1.82,2.85,0.20,,,,180,HMXB
572,SWIFTJ1148.3+0901,177.056,9.003,7.09,2MASXJ11475508+0902284,,176.9795,9.0413,10.40,8.54,13.18,0.0,2.20,1.74,2.77,2.80,0.0688,44.08,,40,Sy1.5
573,SWIFTJ1148.7+2941,177.200,29.651,13.85,MCG+05-28-032,,177.1915,29.6412,23.95,21.98,26.90,0.0,1.70,1.47,1.94,1.20,0.0230,43.46,,60,LINER
574,SWIFTJ1149.3-0414,177.289,-4.246,6.66,2MASXJ11491868-0416512,,177.3278,-4.2808,12.49,10.24,15.87,0.0,1.97,1.47,2.59,0.30,0.0845,44.35,,40,Sy1
575,SWIFTJ1149.3+5307,177.343,53.286,6.36,SDSSJ114921.52+532013.4,,177.3397,53.3371,7.01,5.76,8.91,0.0,2.55,1.99,3.33,1.20,0.0951,44.20,,40,Sy1.5
576,SWIFTJ1152.1-1122,178.057,-11.341,8.75,PG1149-110,,178.0148,-11.3734,16.89,14.54,20.12,0.0,1.99,1.58,2.46,0.50,0.0490,43.98,,40,Sy1.2
577,SWIFTJ1152.6-0512,178.172,-5.175,6.11,MCG-01-30-041,,178.1590,-5.2070,15.74,13.04,19.45,0.0,1.50,1.08,1.93,1.70,0.0188,43.10,,40,Sy1.8
578,SWIFTJ1153.6+4931,178.344,49.500,8.18,4C+49.22,,178.3519,49.5191,12.78,11.05,15.17,0.0,1.83,1.46,2.25,0.70,0.3340,45.67,,80,BeamedAGN
579,SWIFTJ1157.8+5529,179.463,55.443,9.37,NGC3998,,179.4839,55.4536,13.23,11.65,15.42,0.0,2.02,1.64,2.46,0.80,0.0035,41.55,,50,Sy1.9
580,SWIFTJ1158.9+4234,179.743,42.587,7.89,IC0751,,179.7191,42.5703,13.85,11.66,15.82,0.0,1.70,1.33,2.10,0.50,0.0312,43.49,,50,Sy2
581,SWIFTJ1159.7-2002,179.957,-20.058,5.30,2MASSiJ1159410-195924,,179.9208,-19.9900,12.22,9.12,15.02,0.0,1.76,1.23,2.35,0.80,0.4500,45.96,,70,UnknownAGN
582,SWIFTJ1200.8+0650,180.221,6.811,11.10,2MASXJ12005792+0648226,,180.2413,6.8064,21.56,18.95,23.89,0.0,1.81,1.55,2.09,1.30,0.0360,43.81,,50,Sy2
583,SWIFTJ1201.2-0341,180.274,-3.709,6.17,Mrk1310,,180.3098,-3.6781,11.17,8.48,13.58,0.0,1.99,1.52,2.54,1.50,0.0194,42.98,,40,Sy1.5
584,SWIFTJ1200.2-5350,180.674,-53.837,26.52,LEDA38038,,180.6985,-53.8355,49.46,47.02,51.45,0.0,2.12,2.00,2.24,3.10,0.0280,43.95,,50,Sy2
585,SWIFTJ1203.0+4433,180.781,44.522,31.97,NGC4051,,180.7901,44.5313,42.49,40.76,43.90,0.0,2.22,2.12,2.32,3.00,0.0023,41.69,,40,Sy1.5
586,SWIFTJ1204.5+2019,181.113,20.300,15.02,ARK347,,181.1237,20.3162,29.18,26.77,31.15,0.0,1.70,1.50,1.90,2.80,0.0224,43.52,,50,Sy2
587,SWIFTJ1204.8+2758,181.151,27.912,7.06,GQCom,,181.1754,27.9033,10.22,8.25,11.84,0.0,2.11,1.68,2.61,1.30,0.1653,44.89,,40,Sy1.5
588,SWIFTJ1204.9+3105,181.233,31.136,7.87,UGC07064,,181.1806,31.1773,13.48,11.13,15.62,0.0,1.69,1.30,2.11,0.50,0.0250,43.28,,50,Sy1.9
589,SWIFTJ1205.8+4959,181.347,49.926,5.95,2MASXJ12055599+4959561,,181.4834,49.9990,11.13,8.67,13.37,0.0,1.35,0.86,1.84,1.60,0.0631,44.03,,40,Sy1.5
590,SWIFTJ1206.2+5243,181.591,52.713,19.91,NGC4102,,181.5963,52.7109,32.05,29.90,33.99,0.0,1.74,1.59,1.90,0.60,0.0028,41.74,,50,Sy2
591,SWIFTJ1207.5+3355,181.896,33.832,7.01,B21204+34,,181.8870,33.8780,15.45,12.84,17.81,0.0,1.36,0.98,1.73,1.30,0.0791,44.38,,50,Sy2
592,SWIFTJ1209.5+4702,182.302,47.042,15.64,Mrk198,,182.3088,47.0583,23.91,21.50,26.26,0.0,1.92,1.73,2.12,0.50,0.0242,43.50,,50,Sy2
593,SWIFTJ1209.4+4340,182.348,43.697,15.35,NGC4138,,182.3741,43.6853,24.35,21.84,26.80,0.0,1.86,1.67,2.06,0.40,0.0030,41.68,,50,Sy2
594,SWIFTJ1210.1-4637,182.573,-46.571,4.83,2MASXJ12100404-4636274,,182.5168,-46.6076,17.30,12.80,21.66,0.0,1.05,0.00,1.62,0.60,0.0315,43.60,,50,Sy1.9
595,SWIFTJ1210.5+3924,182.638,39.405,404.36,NGC4151,,182.6357,39.4057,618.88,616.37,621.32,0.0,1.88,1.87,1.89,92.40,0.0033,43.17,,40,Sy1.5
596,SWIFTJ1210.7+3819,182.673,38.317,14.83,KUG1208+386,,182.6840,38.3360,20.09,18.43,21.81,0.0,2.11,1.89,2.34,1.20,0.0228,43.38,,40,Sy1.2
597,SWIFTJ1211.3-3935,182.831,-39.562,7.53,2MASXJ12111425-3933268,,182.8095,-39.5574,18.81,16.10,21.60,0.0,1.67,1.26,2.11,1.20,0.0611,44.23,,50,Sy2
598,SWIFTJ1212.3-5806,183.152,-58.042,8.55,IGRJ12123-5802,,183.0950,-58.0217,13.35,11.48,15.27,0.0,2.53,2.14,3.01,0.90,,,,90,CV
599,SWIFTJ1212.9+0702,183.218,7.026,5.22,NGC4180,,183.2620,7.0380,17.58,14.51,20.73,0.0,0.96,0.00,1.47,0.60,0.0070,42.28,,50,Sy2
600,SWIFTJ1213.1+3239A,183.235,32.553,5.17,CGCG187-022,,183.2888,32.5964,7.82,5.36,9.43,0.0,1.96,1.31,2.74,1.10,0.0249,43.04,,50,Sy2
601,SWIFTJ1213.1+3239B,183.261,32.813,4.47,B21210+33,,183.2659,32.7936,7.48,4.71,9.30,0.0,1.64,0.80,2.68,1.10,2.5108,47.58,,80,BeamedAGN
602,SWIFTJ1213.2-6458,183.279,-64.872,19.18,SWIFTJ121314.7-645231,,183.3208,-64.8800,21.09,20.01,21.79,0.0,4.57,4.19,5.01,0.90,,,,180,HMXB
603,SWIFTJ1213.2-6020,183.323,-60.264,8.33,1RXSJ121324.5-601458,,183.3479,-60.2547,11.33,9.63,12.45,0.0,2.97,2.51,3.58,0.70,,,,80,BeamedAGN
604,SWIFTJ1213.9-0531,183.428,-5.507,6.40,2MASXJ12135456-0530193,,183.4774,-5.5054,12.01,9.22,14.54,0.0,1.97,1.48,2.56,0.60,0.0660,44.10,,40,Sy1
605,SWIFTJ1214.3+2933,183.563,29.534,11.21,Was49b,,183.5749,29.5304,18.77,16.55,20.78,0.0,1.86,1.59,2.15,0.30,0.0632,44.26,,50,Sy2
606,SWIFTJ1217.2-2611,184.245,-26.178,7.63,ESO505-IG030,,184.2380,-26.2093,17.40,14.19,20.31,0.0,1.79,1.41,2.20,1.00,0.0397,43.81,,50,Sy2
607,SWIFTJ1217.3+0714,184.292,7.189,20.95,NGC4235,,184.2912,7.1916,38.62,35.62,40.90,0.0,1.91,1.75,2.07,0.80,0.0080,42.74,,40,Sy1.2
608,SWIFTJ1218.5+2952,184.605,29.840,18.88,Mrk766,,184.6105,29.8129,26.17,23.97,27.85,0.0,2.26,2.10,2.44,3.40,0.0129,42.99,,40,Sy1.5
609,SWIFTJ1219.4+4720,184.750,47.291,14.44,M106,,184.7396,47.3040,23.00,20.60,24.83,0.0,1.83,1.62,2.04,0.60,0.0015,41.06,,50,Sy1.9
610,SWIFTJ1221.3+3012,185.343,30.160,10.04,FBQSJ1221+3010,,185.3414,30.1770,10.62,8.94,11.91,0.0,2.94,2.46,3.57,0.40,0.1836,45.00,,80,BeamedAGN
611,SWIFTJ1222.4+7520,185.491,75.315,13.42,Mrk205,,185.4333,75.3107,17.17,15.05,19.14,0.0,2.33,2.07,2.61,0.40,0.0708,44.32,,40,Sy1
612,SWIFTJ1222.4+0414,185.584,4.219,14.37,4C+04.42,,185.5940,4.2211,36.22,32.66,39.52,0.0,1.45,1.25,1.66,0.30,0.9650,47.24,,80,BeamedAGN
613,SWIFTJ1223.7+0238,185.855,2.682,12.04,Mrk50,,185.8506,2.6791,21.60,18.68,24.32,0.0,2.02,1.74,2.33,1.10,0.0234,43.43,,40,Sy1
614,SWIFTJ1224.9+2122,186.221,21.401,12.60,PG1222+216,,186.2269,21.3796,24.50,21.63,27.16,0.0,1.70,1.45,1.96,1.80,0.4320,46.22,,80,BeamedAGN
615,SWIFTJ1225.8+1240,186.447,12.667,147.60,NGC4388,,186.4448,12.6621,278.91,275.44,281.31,0.0,1.77,1.75,1.79,5.80,0.0084,43.64,,50,Sy2
616,SWIFTJ1202.5+3332,186.447,33.528,17.57,NGC4395,,186.4538,33.5468,27.53,24.77,29.44,0.0,1.98,1.80,2.16,1.40,0.0011,40.86,,50,Sy2
617,SWIFTJ1226.6-6244,186.657,-62.770,2157.80,GX301-2,,186.6567,-62.7706,2834.56,2832.44,2836.03,0.0,3.27,3.27,3.27,55761.50,,,,190,LMXB
618,SWIFTJ1227.8-4856,187.016,-48.891,16.29,1RXSJ122758.8-485343,,186.9954,-48.8956,36.82,33.06,39.43,0.0,1.85,1.67,2.04,0.40,,,,90,CV
619,SWIFTJ1229.1+0202,187.276,2.047,197.62,3C273,,187.2779,2.0524,421.57,418.49,424.66,0.0,1.75,1.73,1.77,0.70,0.1583,46.46,,80,BeamedAGN
620,SWIFTJ1231.0-4231,187.732,-42.590,5.34,1RXSJ123113.2-423524,,187.7996,-42.5887,8.41,5.88,10.95,0.0,2.53,1.86,3.47,0.30,,,,12,U2
621,SWIFTJ1231.4+5758,187.820,57.977,5.05,NGC4500,,187.8423,57.9646,5.39,3.77,7.00,0.0,2.69,1.99,3.71,0.50,0.0104,42.11,,50,Sy2
622,SWIFTJ1232.0-4802,187.993,-47.957,7.18,2MASXJ12313717-4758019,,187.9042,-47.9672,15.95,12.84,19.07,0.0,1.84,1.42,2.30,0.50,0.0278,43.45,,50,Sy1.9
623,SWIFTJ1232.1+2009,188.026,20.133,7.15,Mrk771,,188.0150,20.1581,12.22,10.07,14.38,0.0,1.89,1.47,2.37,0.50,0.0630,44.07,,40,Sy1.2
624,SWIFTJ1232.0-4219,188.034,-42.281,6.54,1RXSJ123212.3-421745,,188.0503,-42.2980,14.08,11.35,16.80,0.0,1.90,1.46,2.40,0.60,0.0980,44.53,,40,Sy1.5
625,SWIFTJ1234.7-6433,188.717,-64.570,58.47,RTCru,,188.7239,-64.5656,94.22,92.31,96.14,0.0,2.48,2.42,2.54,9.60,,,,100,Symbioticstar
626,SWIFTJ1235.6-3954,188.896,-39.915,83.34,NGC4507,,188.9026,-39.9093,184.54,181.83,187.26,0.0,1.88,1.84,1.92,14.10,0.0118,43.76,,50,Sy1.9
627,SWIFTJ1238.1-3842,189.537,-38.651,6.97,V1025Cen,,189.5685,-38.7128,9.10,7.60,10.93,0.0,3.36,2.71,4.27,1.00,,,,90,CV
628,SWIFTJ1238.6+0928,189.639,9.478,6.18,VCC1759,,189.5933,9.5283,12.11,9.70,15.13,0.0,1.73,1.26,2.26,1.50,0.0321,43.46,,50,Sy2
629,SWIFTJ1238.9-2720,189.722,-27.294,34.89,ESO506-G027,,189.7275,-27.3078,90.68,87.60,94.55,0.0,1.59,1.51,1.67,5.20,0.0250,44.11,,50,Sy2
630,SWIFTJ1239.3-1611,189.785,-16.179,12.53,LEDA170194,,189.7762,-16.1797,35.33,32.20,39.27,0.0,1.51,1.28,1.74,1.00,0.0367,44.04,,50,Sy2
631,SWIFTJ1239.6-0519,189.912,-5.341,39.65,NGC4593,,189.9143,-5.3443,88.30,85.65,91.11,0.0,1.84,1.77,1.92,2.00,0.0090,43.20,,40,Sy1
632,SWIFTJ1240.2+3457A,190.041,34.990,5.00,Mrk653,,189.9653,34.9749,7.78,5.97,9.70,0.0,2.03,1.45,2.74,0.30,0.0431,43.53,,50,Sy2
633,SWIFTJ1240.2+3457B,190.367,34.972,3.40,NGC4619,,190.4356,35.0628,4.63,2.81,6.44,0.0,2.17,1.26,3.66,0.70,0.0231,42.75,,50,Sy1.9
634,SWIFTJ1240.9-3331,190.188,-33.572,8.30,ESO381-G007,,190.1956,-33.5700,21.11,18.15,24.24,0.0,1.66,1.30,2.05,0.20,0.0550,44.18,,50,Sy1.9
635,SWIFTJ1240.9+2735,190.229,27.612,6.89,KUG1238+278A,,190.1934,27.5650,8.55,6.86,10.46,0.0,2.44,1.88,3.20,1.10,0.0565,43.81,,50,Sy1.9
636,SWIFTJ1241.6-5748,190.355,-57.837,20.34,WKK1263,,190.3570,-57.8340,44.90,42.36,47.78,0.0,1.85,1.71,1.99,1.10,0.0244,43.78,,40,Sy1.5
637,SWIFTJ1243.3-6305,190.867,-63.102,11.13,1H1249-637,,190.7090,-63.0580,13.59,12.05,15.35,0.0,3.14,2.77,3.59,3.20,,,,180,HMXB
638,SWIFTJ1246.6+5435,191.663,54.526,15.11,NGC4686,,191.6661,54.5342,25.52,23.53,27.78,0.0,1.68,1.49,1.88,1.00,0.0167,43.20,,50,Sy2
639,SWIFTJ1248.2-5828,192.075,-58.489,6.91,2MASXJ12475784-5829599,,191.9910,-58.5001,15.11,11.93,18.15,0.0,1.81,1.37,2.27,1.00,0.0280,43.43,,50,Sy2
640,SWIFTJ1249.3-5907,192.409,-59.086,41.64,4U1246-58,,192.4140,-59.0874,67.48,65.02,69.81,0.0,2.51,2.42,2.60,1.10,,,,190,LMXB
641,SWIFTJ1252.3-1323,193.029,-13.369,4.73,NGC4748,,193.0519,-13.4147,9.35,6.11,12.46,0.0,2.06,1.39,2.95,0.60,0.0146,42.65,,40,Sy1.5
642,SWIFTJ1252.3-2916,193.088,-29.248,20.24,EXHya,,193.1017,-29.2491,26.26,24.43,28.01,0.0,3.59,3.32,3.89,0.60,,,,90,CV
643,SWIFTJ1253.5-4137,193.353,-41.646,6.37,ESO323-32,,193.3350,-41.6370,15.13,11.48,18.33,0.0,1.75,1.25,2.28,0.40,0.0160,42.94,,50,Sy2
644,SWIFTJ1255.0-2657,193.796,-26.950,6.60,6dFJ1254564-265702,,193.7348,-26.9505,15.84,12.03,19.20,0.0,1.74,1.30,2.21,1.00,0.0591,44.12,,40,Sy1.2
645,SWIFTJ1256.2-0551,194.053,-5.799,12.29,3C279,,194.0465,-5.7893,38.82,34.66,42.49,0.0,1.32,1.09,1.54,1.20,0.5362,46.64,,80,BeamedAGN
646,SWIFTJ1257.4-6915,194.427,-69.292,59.55,4U1254-690,,194.4048,-69.2886,63.10,61.91,64.14,0.0,5.21,5.07,5.36,2.80,,,,190,LMXB
647,SWIFTJ1259.7+2755,194.909,27.946,54.00,ComaCluster,,194.9531,27.9807,47.46,46.23,48.65,0.0,3.97,3.85,4.09,4.20,,,,30,GalaxyCluster
648,SWIFTJ1300.1+1635,195.031,16.576,6.10,2MASXJ13000533+1632151,,195.0223,16.5374,11.44,8.42,14.34,0.0,1.82,1.27,2.44,0.60,0.0800,44.26,,50,Sy2
649,SWIFTJ1301.2-6139,195.319,-61.602,364.87,GX304-1,,195.3217,-61.6019,529.05,526.79,531.21,0.0,2.87,2.86,2.88,767.90,,,,180,HMXB
650,SWIFTJ1302.0-6358,195.518,-64.004,19.59,2RXPJ130159.6-635806,,195.4936,-63.9683,37.76,34.85,40.53,0.0,2.77,2.58,2.98,0.60,,,,150,Pulsar
651,SWIFTJ1302.9+1620,195.744,16.372,10.76,Mrk783,,195.7450,16.4080,16.79,14.53,19.91,0.0,2.17,1.86,2.53,0.40,0.0672,44.26,,40,Sy1.5
652,SWIFTJ1303.8+5345,196.010,53.787,21.11,SBS1301+540,,195.9978,53.7917,30.86,28.83,33.65,0.0,1.94,1.80,2.08,2.70,0.0299,43.80,,40,Sy1.5
653,SWIFTJ1304.3-0532,196.085,-5.526,8.00,NGC4941,,196.0547,-5.5516,20.16,16.92,24.62,0.0,1.64,1.30,1.99,0.80,0.0037,41.78,,50,Sy2
654,SWIFTJ1304.3-1022,196.072,-10.355,11.10,NGC4939,,196.0600,-10.3396,26.54,23.24,31.07,0.0,1.75,1.48,2.04,0.50,0.0104,42.81,,50,Sy2
655,SWIFTJ1305.4-4928,196.365,-49.470,102.48,NGC4945,,196.3645,-49.4682,282.11,279.13,285.90,0.0,1.50,1.48,1.53,76.60,0.0019,42.35,,50,Sy2
656,SWIFTJ1305.4-1034,196.384,-10.567,5.40,PKS1302-102,,196.3876,-10.5554,13.72,10.73,17.52,0.0,1.70,1.12,2.37,0.60,0.2784,45.52,,80,BeamedAGN
657,SWIFTJ1306.4-4025A,196.652,-40.416,21.05,ESO323-077,,196.6089,-40.4146,30.85,27.05,35.69,0.0,2.19,1.90,2.51,1.60,0.0150,43.19,,40,Sy1.5
658,SWIFTJ1306.4-4025B,196.854,-40.502,2.77,ESO323-G081,,196.8004,-40.4076,19.10,14.67,24.76,0.0,1.78,1.17,2.45,0.40,,,,30,GalaxyCluster
659,SWIFTJ1309.2+1139,197.282,11.636,27.04,NGC4992,,197.2733,11.6341,54.42,51.96,57.10,0.0,1.72,1.61,1.83,2.10,0.0251,43.89,,50,Sy2
660,SWIFTJ1310.9-5553,197.714,-55.912,9.73,IGRJ13109-5552,,197.6830,-55.8630,24.71,21.90,27.76,0.0,1.56,1.26,1.87,0.60,0.1040,44.83,,40,Sy1
