#,Swift_BAT_name,BAT_ra,BAT_dec,SNR,COUNTERPART_NAME,OTHER_NAME,CTPT_RA,CTPT_DEC,Flux_BAT,FLUX_LO,FLUX_HI,CONTA,index_BAT,GAMM2,GAMM3,CHI_SQ_R,REDSHIF,LUM,ASSOC_STREN,CL2,Type_BAT
813,SWIFTJ1628.4-4838,247.044,-48.646,10.07,IGRJ16283-4838,,247.0451,-48.6489,15.39,13.72,17.85,0.0,2.28,1.92,2.68,1.50,,,,180,HMXB
814,SWIFTJ1628.9-5023,247.113,-50.379,5.27,IGRJ16287-5021,,247.1118,-50.3777,7.11,5.86,8.80,0.0,3.42,2.66,4.51,0.90,,,,190,LMXB
815,SWIFTJ1629.9+6722,247.468,67.427,4.53,Mrk885,,247.4510,67.3783,9.77,7.05,12.09,0.0,1.45,0.92,2.01,0.70,0.0253,43.15,,40,Sy1
816,SWIFTJ1630.5+3925,247.554,39.421,8.37,2MASXJ16303265+3923031,,247.6361,39.3842,13.15,10.85,15.11,0.0,2.08,1.69,2.53,0.90,0.0306,43.45,,50,Sy2
817,SWIFTJ1631.7+2353,247.872,23.891,5.97,2MASXJ16311554+2352577,,247.8147,23.8826,9.52,7.26,11.44,0.0,2.35,1.78,3.06,0.30,0.0590,43.90,,50,Sy2
818,SWIFTJ1632.1-4849,247.950,-48.818,234.93,IGRJ16318-4848,,247.9500,-48.8175,462.16,459.86,464.13,0.0,2.39,2.38,2.40,1234.30,,,,180,HMXB
819,SWIFTJ1632.1-4753,248.008,-47.874,185.20,AXJ1631.9-4752,,248.0079,-47.8742,312.16,310.50,314.40,0.0,2.84,2.82,2.86,392.40,,,,150,Pulsar
820,SWIFTJ1632.4-6729,248.073,-67.463,439.12,4U1626-67,,248.0700,-67.4619,552.65,551.28,554.50,0.0,3.29,3.28,3.30,2341.50,,,,190,LMXB
821,SWIFTJ1633.8-4724A,248.507,-47.393,173.63,4U1630-47,,248.5073,-47.3930,303.17,301.08,305.99,0.0,2.69,2.66,2.72,11.90,,,,190,LMXB
822,SWIFTJ1633.8-4724B,248.158,-47.395,59.00,IGRJ16328-4726,,248.1579,-47.3951,23.76,22.00,26.15,0.0,3.08,2.72,3.52,2.30,,,,180,HMXB
823,SWIFTJ1635.0-5804,248.818,-58.084,8.43,ESO137-G034,,248.8070,-58.0800,23.57,19.86,25.63,0.0,1.58,1.29,1.88,1.90,0.0090,42.63,,50,Sy2
824,SWIFTJ1638.7-6420,249.543,-64.364,22.70,TrACluster,,249.5671,-64.3472,26.53,24.89,27.44,0.0,3.93,3.68,4.21,1.60,,,,30,GalaxyCluster
825,SWIFTJ1639.2-4641,249.773,-46.703,52.85,AXJ1639.0-4642,,249.7730,-46.7031,71.02,69.02,72.12,0.0,3.38,3.30,3.47,38.80,,,,180,HMXB
826,SWIFTJ1640.8-5343,250.232,-53.751,328.53,4U1636-536,,250.2313,-53.7514,488.01,485.78,489.25,0.0,3.03,3.02,3.05,23.90,,,,190,LMXB
827,SWIFTJ1641.9-4531,250.461,-45.541,31.90,IGRJ16418-4532,,250.4616,-45.5404,54.00,51.54,56.59,0.0,2.20,2.11,2.30,82.20,,,,180,HMXB
828,SWIFTJ1643.2+7036,250.853,70.614,4.99,NGC6232,,250.8343,70.6325,11.29,8.69,14.07,0.0,1.47,0.95,1.99,2.10,0.0148,42.74,,50,Sy2
829,SWIFTJ1643.1+3951,250.768,39.814,7.05,3C345,,250.7450,39.8103,20.71,17.59,24.01,0.0,1.17,0.81,1.52,0.50,0.5928,46.48,,80,BeamedAGN
830,SWIFTJ1645.7-4538,251.446,-45.611,666.71,GX340+0,,251.4456,-45.6111,861.47,860.35,862.66,0.0,5.59,5.58,5.60,268.00,,,,190,LMXB
831,SWIFTJ1647.9-4511A,252.026,-45.202,35.22,2MASSJ16480656-4512068,,252.0273,-45.2019,73.95,70.39,76.65,0.0,2.15,2.07,2.24,25.90,,,,180,HMXB
832,SWIFTJ1647.9-4511B,251.646,-45.120,7.87,IGRJ16465-4507,,251.6480,-45.1170,15.45,10.76,18.98,0.0,1.40,0.94,1.86,8.20,,,,180,HMXB
833,SWIFTJ1648.0-3037,252.066,-30.596,14.19,2MASXJ16481523-3035037,,252.0635,-30.5845,32.71,29.13,35.42,0.0,2.00,1.80,2.21,2.40,0.0310,43.86,,40,Sy1
834,SWIFTJ1649.3-4351,252.363,-43.819,26.16,2MASSJ16492695-4349090,,252.3623,-43.8192,49.31,46.45,51.49,0.0,2.56,2.43,2.69,2.20,,,,180,HMXB
835,SWIFTJ1649.9-3307,252.465,-33.154,13.15,IGRJ16500-3307,,252.4818,-33.1172,22.48,20.69,24.15,0.0,2.76,2.49,3.05,2.00,,,,90,CV
836,SWIFTJ1650.5+0434,252.656,4.620,7.95,LEDA214543,,252.6781,4.6050,20.83,18.16,23.33,0.0,1.77,1.45,2.12,1.00,0.0321,43.69,,50,Sy2
837,SWIFTJ1652.0-5915A,252.809,-59.239,9.78,ESO138-G001,,252.8339,-59.2348,19.46,16.76,21.99,0.0,2.31,1.93,2.74,1.20,0.0091,42.55,,50,Sy2
838,SWIFTJ1652.0-5915B,253.184,-59.225,11.18,NGC6221,,253.1925,-59.2173,22.41,19.19,25.42,0.0,1.83,1.41,2.28,1.50,0.0050,42.09,,50,Sy2
839,SWIFTJ1652.3+5554,253.078,55.906,8.08,UGC10593,,253.0780,55.9055,13.81,11.83,15.69,0.0,1.98,1.64,2.37,0.60,0.0291,43.43,,50,Sy2
840,SWIFTJ1652.3-4520,253.085,-45.342,14.28,XTEJ1652-453,,253.0854,-45.3442,31.40,28.69,34.04,0.0,2.51,2.30,2.75,0.90,,,,190,LMXB
841,SWIFTJ1652.9+0223,253.257,2.403,28.22,NGC6240,,253.2454,2.4009,69.00,65.69,72.21,0.0,1.83,1.73,1.93,1.10,0.0245,43.97,,50,Sy1.9
842,SWIFTJ1653.2+2352,253.255,23.855,6.72,2MASXJ16531506+2349431,,253.3127,23.8286,13.22,10.20,16.16,0.0,1.88,1.48,2.33,1.40,0.1034,44.56,,50,Sy2
843,SWIFTJ1654.0+3946,253.472,39.760,50.65,Mrk501,,253.4676,39.7602,71.58,69.29,73.81,0.0,2.39,2.32,2.47,0.90,0.0337,44.27,,80,BeamedAGN
844,SWIFTJ1653.8-3952,253.463,-39.875,28.27,GROJ1655-40,,253.5006,-39.8458,53.53,51.18,55.67,0.0,2.26,2.12,2.42,8.60,,,,190,LMXB
845,SWIFTJ1654.7-1917,253.653,-19.276,14.00,1RXSJ165443.5-191620,,253.6820,-19.2720,24.75,22.78,26.54,0.0,2.87,2.61,3.15,1.40,,,,90,CV
846,SWIFTJ1656.1-5200,254.037,-52.054,21.45,1RXSJ165605.6-520345,,254.0238,-52.0614,43.23,40.80,45.43,0.0,2.12,1.97,2.27,1.40,0.0540,44.48,,40,Sy1.2
847,SWIFTJ1656.3-3302,254.076,-33.037,19.23,2MASSJ16561677-3302127,,254.0699,-33.0369,61.56,58.52,64.32,0.0,1.55,1.42,1.67,0.40,2.4000,48.44,,80,BeamedAGN
848,SWIFTJ1657.7+3518,254.458,35.342,839.94,HerX-1,,254.4576,35.3424,969.61,968.07,970.88,0.0,3.29,3.29,3.30,6066.70,,,,190,LMXB
849,SWIFTJ1659.2-1515,254.779,-15.290,31.01,MAXIJ1659-152,,254.7565,-15.2585,71.51,68.78,73.77,0.0,2.14,2.04,2.24,4.70,,,,190,LMXB
850,SWIFTJ1700.6-4222,255.082,-42.339,15.49,AXJ1700.2-4220,,255.0808,-42.3385,30.39,28.21,32.22,0.0,2.59,2.40,2.80,0.90,,,,180,HMXB
851,SWIFTJ1700.8-4139,255.203,-41.656,625.06,2MASSJ17004888-4139214,,255.2030,-41.6562,1167.25,1165.05,1169.08,0.0,2.58,2.57,2.58,3034.50,,,,180,HMXB
852,SWIFTJ1700.9-4610,255.244,-46.186,75.38,XTEJ1701-462,,255.2436,-46.1857,94.95,93.68,96.02,0.0,5.51,5.40,5.63,4.30,,,,190,LMXB
853,SWIFTJ1701.3-4304,255.368,-43.103,5.84,2MASSJ17012815-4306123,,255.3673,-43.1037,10.62,8.32,12.50,0.0,2.67,2.17,3.27,0.70,,,,90,CV
854,SWIFTJ1701.7-4050,255.435,-40.858,38.84,XTEJ1701-407,,255.4349,-40.8588,55.97,53.12,58.42,0.0,2.08,1.96,2.20,0.90,,,,190,LMXB
855,SWIFTJ1702.8-4849,255.703,-48.787,275.30,GX339-4,,255.7063,-48.7897,647.86,644.82,650.47,0.0,1.90,1.89,1.91,36.00,,,,190,LMXB
856,SWIFTJ1703.9-3753,255.987,-37.844,1840.22,4U1700-377,,255.9866,-37.8441,3661.16,3658.84,3663.16,0.0,2.62,2.62,2.62,11428.20,,,,180,HMXB
857,SWIFTJ1704.3+7838,256.069,78.598,9.05,ABELL2256,,255.9312,78.7175,7.77,6.87,8.92,0.0,3.85,3.24,4.65,0.80,,,,30,GalaxyCluster
858,SWIFTJ1705.9-3624,256.436,-36.423,912.56,GX349+2,,256.4354,-36.4231,1303.86,1302.92,1305.05,0.0,5.98,5.97,5.99,1158.80,,,,190,LMXB
859,SWIFTJ1706.2-4303,256.564,-43.036,251.57,4U1702-429,,256.5638,-43.0358,423.42,421.91,425.32,0.0,2.75,2.73,2.76,12.10,,,,190,LMXB
860,SWIFTJ1706.6-6146,256.575,-61.715,33.36,SWIFTJ179616.4-614240,,256.5000,-61.7167,60.42,58.53,62.80,0.0,2.16,2.06,2.26,1.00,,,,190,LMXB
861,SWIFTJ1706.7+2401,256.642,23.970,18.69,4U1700+24,,256.6438,23.9718,27.61,25.42,29.80,0.0,2.49,2.28,2.72,0.40,,,,190,LMXB
862,SWIFTJ1708.6+2155,257.192,21.884,3.28,2MASXJ17085915+2153082,,257.2464,21.8856,5.18,2.70,7.68,0.0,2.17,0.65,6.37,0.40,0.0723,43.82,,40,Sy1.2
863,SWIFTJ1708.5-4008,257.195,-40.149,13.56,RXJ170849.0-400910,,257.1953,-40.1480,46.82,43.53,50.10,0.0,1.46,1.28,1.64,1.30,,,,150,Pulsar
864,SWIFTJ1708.9-4404,257.227,-44.102,325.39,4U1705-440,,257.2270,-44.1020,397.88,396.66,399.10,0.0,4.99,4.96,5.01,60.80,,,,190,LMXB
865,SWIFTJ1708.7-3216,257.219,-32.356,9.18,4U1705-32,,257.2267,-32.3160,20.22,18.17,22.85,0.0,2.29,1.97,2.64,0.70,,,,190,LMXB
866,SWIFTJ1709.4-2639,257.381,-26.653,17.10,XTEJ1709-267,,257.3766,-26.6556,30.03,28.21,32.36,0.0,2.65,2.40,2.94,2.30,,,,190,LMXB
867,SWIFTJ1709.8-3627A,257.287,-36.409,57.36,IGRJ17091-3624,,257.2817,-36.4070,158.70,154.58,163.94,0.0,1.54,1.46,1.61,15.40,,,,190,LMXB
868,SWIFTJ1709.8-3627B,257.444,-36.467,38.45,IGRJ17098-3628,,257.4414,-36.4663,49.28,43.79,56.31,0.0,0.50,0.00,0.84,1.30,,,,190,LMXB
869,SWIFTJ1710.3-2806,257.535,-28.131,25.50,XTEJ1710-281,,257.5523,-28.1308,51.66,49.64,53.94,0.0,2.37,2.24,2.50,0.50,,,,190,LMXB
870,SWIFTJ1711.8-3935,257.982,-39.700,8.57,SNRG347.3-0.5,,257.9830,-39.7020,19.94,18.40,21.66,0.0,3.13,2.78,3.52,0.80,,,,160,SNR
871,SWIFTJ1712.5-2322,258.100,-23.350,70.93,OphCluster,,258.1082,-23.3759,105.07,103.76,106.54,0.0,4.01,3.94,4.09,12.50,,,,30,GalaxyCluster
872,SWIFTJ1712.2-4051,258.100,-40.843,24.74,4U1708-40,,258.0990,-40.8427,29.52,28.53,30.61,0.0,6.71,6.24,7.25,2.00,,,,190,LMXB
873,SWIFTJ1712.7-2412,258.162,-24.247,26.63,V2400Oph,,258.1519,-24.2457,47.55,45.79,49.28,0.0,2.99,2.86,3.14,4.80,,,,90,CV
874,SWIFTJ1712.8-3737,258.153,-37.644,60.52,SAXJ1712.6-3739,,258.1531,-37.6447,111.63,109.78,113.44,0.0,2.76,2.69,2.82,3.20,,,,190,LMXB
875,SWIFTJ1717.1-6249,259.253,-62.828,49.89,NGC6300,,259.2478,-62.8206,96.37,93.99,98.70,0.0,2.06,2.00,2.12,7.60,0.0037,42.46,,50,Sy2
876,SWIFTJ1719.7+4900,259.869,48.970,12.14,ARP102B,,259.8104,48.9804,19.94,17.88,21.95,0.0,2.08,1.84,2.34,1.10,0.0242,43.42,,80,BeamedAGN
877,SWIFTJ1719.6-4102,259.900,-41.014,22.01,CXOUJ171935.8-410053,,259.8994,-41.0149,40.06,37.87,41.23,0.0,2.94,2.79,3.10,3.50,,,,90,CV
878,SWIFTJ1720.3-3115,260.025,-31.284,18.74,2MASSJ17200591-3116596,,260.0254,-31.2839,37.41,35.36,38.52,0.0,3.36,3.19,3.54,7.10,,,,180,HMXB
879,SWIFTJ1720.5-5141,260.104,-51.669,5.75,1RXSJ172032.0-514414,,260.1358,-51.7369,7.75,5.56,8.93,0.0,2.94,2.15,4.03,1.10,,,,12,U2
880,SWIFTJ1721.7+4316,260.547,43.298,7.58,RBS1640,,260.5083,43.2567,12.95,10.05,14.51,0.0,1.90,1.49,2.38,0.20,0.1370,44.81,,40,Sy1.5
881,SWIFTJ1723.1-2839,260.846,-28.637,3.59,PSRJ1723-2837,,260.8462,-28.6318,19.35,14.87,21.75,0.0,0.88,0.00,1.35,1.40,,,,150,Pulsar
882,SWIFTJ1723.2+3418,260.825,34.293,9.71,4C+34.47,,260.8367,34.2994,15.29,13.01,16.62,0.0,2.34,2.02,2.71,0.80,0.2060,45.27,,40,Sy1.2
883,SWIFTJ1723.5+3630,260.865,36.480,11.87,2MASXJ17232321+3630097,,260.8467,36.5028,22.63,19.93,24.19,0.0,1.85,1.60,2.12,0.50,0.0400,43.93,,40,Sy1.5
884,SWIFTJ1725.1-3616,261.298,-36.283,66.10,EXO1722-363,,261.2975,-36.2831,136.49,134.49,137.65,0.0,3.07,3.03,3.12,57.00,,,,180,HMXB
885,SWIFTJ1725.2-3258,261.354,-32.952,15.59,IGRJ17254-3257,,261.3535,-32.9527,38.06,35.63,39.46,0.0,2.47,2.29,2.66,1.20,,,,190,LMXB
886,SWIFTJ1727.4-3046,261.888,-30.802,186.34,4U1722-30,,261.8883,-30.8019,431.27,429.36,433.72,0.0,2.51,2.49,2.52,6.80,,,,190,LMXB
887,SWIFTJ1730.4-0558,262.594,-5.986,36.58,1RXSJ173021.5-055933,,262.5912,-5.9921,68.74,66.75,71.29,0.0,2.43,2.34,2.52,8.30,,,,90,CV
888,SWIFTJ1731.3+1442,262.831,14.707,4.98,2MASXJ17311341+1442561,,262.8058,14.7155,11.24,8.80,14.33,0.0,1.74,1.19,2.35,0.60,,,,40,Sy1
889,SWIFTJ1731.6-1657,262.937,-16.963,280.05,GX9+9,,262.9342,-16.9617,357.01,356.00,358.30,0.0,6.09,6.05,6.12,41.80,,,,190,LMXB
890,SWIFTJ1731.9-1915,262.956,-19.222,8.29,V2487Oph,,262.9990,-19.2320,17.79,15.17,19.81,0.0,2.31,2.00,2.65,3.10,,,,170,Nova
891,SWIFTJ1732.1-3349,262.989,-33.835,500.27,4U1728-34,,262.9892,-33.8347,982.15,980.08,983.74,0.0,3.04,3.03,3.05,20.90,,,,190,LMXB
892,SWIFTJ1731.9-2444,263.009,-24.745,550.84,GX1+4,,263.0090,-24.7456,1225.43,1222.79,1227.45,0.0,2.28,2.27,2.28,1601.30,,,,180,HMXB
893,SWIFTJ1733.5-3325,263.352,-33.390,15.06,MXB1730-335,,263.3504,-33.3878,14.11,12.74,15.29,0.0,5.87,5.04,6.98,0.80,,,,190,LMXB
894,SWIFTJ1733.3+3635,263.426,36.568,7.95,2MASXJ17333689+3631319,,263.4037,36.5255,16.19,13.69,18.45,0.0,1.69,1.29,2.11,0.50,,,,70,UnknownAGN
895,SWIFTJ1735.5-3255,263.865,-32.931,11.98,2MASSJ17352760-3255544,,263.8650,-32.9318,29.20,26.99,31.21,0.0,2.35,2.12,2.61,0.20,,,,180,HMXB
896,SWIFTJ1737.5-2908,264.368,-29.134,46.42,AXJ1737.4-2907,,264.3681,-29.1340,119.04,116.72,121.14,0.0,2.22,2.16,2.28,1.60,0.0214,44.09,,40,Sy1
897,SWIFTJ1737.7-5956A,264.545,-60.050,6.84,1RXSJ173751.2-600408,,264.4633,-60.0689,2.13,0.00,5.68,0.0,2.30,0.00,0.00,0.60,,,,12,U2
898,SWIFTJ1737.7-5956B,264.430,-59.955,10.41,ESO139-G012,,264.4128,-59.9407,17.63,13.90,20.95,0.0,2.12,1.51,2.92,0.50,0.0170,43.06,,50,Sy2
899,SWIFTJ1738.3-2657,264.567,-27.004,96.85,SLX1735-269,,264.5667,-27.0044,229.70,227.55,231.61,0.0,2.18,2.15,2.21,7.60,,,,190,LMXB
900,SWIFTJ1738.9-3024,264.796,-30.347,5.19,IGRJ17391-3021,,264.7980,-30.3440,10.81,9.60,11.93,0.0,4.24,3.55,5.17,0.70,,,,180,HMXB
901,SWIFTJ1739.2-4428,264.744,-44.452,438.84,4U1735-44,,264.7429,-44.4500,518.61,517.62,519.49,0.0,5.25,5.23,5.27,190.40,,,,190,LMXB
902,SWIFTJ1740.0-3651,265.113,-36.927,7.79,IGRJ17404-3655,,265.1125,-36.9273,17.97,15.86,20.29,0.0,2.53,2.19,2.92,1.20,,,,190,LMXB
903,SWIFTJ1740.6-2821A,265.179,-28.302,36.88,SLX1737-282,,265.1788,-28.3022,88.72,86.02,91.69,0.0,2.20,2.12,2.29,1.10,,,,190,LMXB
904,SWIFTJ1740.6-2821B,264.976,-28.496,21.12,XTEJ1739-285,,264.9748,-28.4963,23.30,21.57,25.20,0.0,3.67,3.28,4.12,0.70,,,,190,LMXB
905,SWIFTJ1741.9-1211,265.465,-12.202,16.52,2E1739.1-1210,,265.4760,-12.1970,41.54,38.82,44.54,0.0,1.89,1.73,2.06,1.20,0.0370,44.12,,40,Sy1
906,SWIFTJ1742.1-6054,265.484,-60.888,3.34,PKS1737-60,,265.5093,-60.9222,5.71,3.61,7.97,0.0,2.37,1.61,3.52,0.80,0.4100,45.53,,80,BeamedAGN
907,SWIFTJ1742.2+1833,265.585,18.525,5.65,4C+18.51,,265.5291,18.4557,11.66,8.69,14.77,0.0,1.43,0.66,2.19,0.30,0.1860,45.06,,40,Sy1
908,SWIFTJ1743.1-3620,265.757,-36.372,5.71,XTEJ1743-363,,265.7555,-36.3728,15.53,13.32,17.83,0.0,2.18,1.80,2.62,1.10,,,,180,HMXB
909,SWIFTJ1743.4+6253,265.876,62.847,5.68,CGCG300-062,,265.8225,62.8392,8.28,6.43,10.25,0.0,2.14,1.60,2.80,0.40,0.0330,43.32,,50,Sy2
910,SWIFTJ1743.7-2946,265.978,-29.745,327.96,1E1740.7-2942,,265.9785,-29.7452,1038.73,1036.23,1042.59,0.0,1.82,1.81,1.83,68.10,,,,190,LMXB
911,SWIFTJ1744.6-3232,266.157,-32.539,7.99,SWIFTJ174437.5-323220,,266.1561,-32.5389,16.68,15.44,18.53,0.0,3.51,3.04,4.09,1.70,,,,200,XRB
912,SWIFTJ1745.4+2906,266.408,29.125,11.47,1RXSJ174538.1+290823,,266.4090,29.1400,19.90,18.19,22.51,0.0,2.09,1.82,2.39,1.10,0.1106,44.80,,40,Sy1.5
913,SWIFTJ1746.3-2850A,266.416,-29.013,63.62,SGRA*,,266.4168,-29.0078,112.70,109.44,117.72,0.0,2.69,2.56,2.82,1.40,,,,20,GalacticCenter
914,SWIFTJ1746.3-2850B,266.589,-28.727,60.56,2E1743.1-2842,,266.5875,-28.7289,82.49,80.49,85.56,0.0,3.80,3.63,3.98,0.80,,,,190,LMXB
915,SWIFTJ1746.3-2850C,266.762,-28.882,40.50,SAXJ1747.0-2853,,266.7608,-28.8830,44.63,41.32,48.04,0.0,2.53,2.33,2.75,1.90,,,,190,LMXB
916,SWIFTJ1746.3-2850D,266.520,-28.886,75.07,IGRJ17461-2853,,266.5211,-28.8836,32.53,24.18,41.14,0.0,1.70,1.16,2.25,0.60,,,,220,molecularcloud
917,SWIFTJ1746.3-2931A,266.521,-29.515,116.76,2E1742.9-2929,,266.5217,-29.5149,169.82,168.14,171.55,0.0,4.59,4.53,4.66,3.00,,,,190,LMXB
918,SWIFTJ1746.3-2931B,266.241,-29.338,53.98,KS1741-293,,266.2417,-29.3367,105.63,102.81,108.55,0.0,2.47,2.40,2.54,9.30,,,,190,LMXB
919,SWIFTJ1746.2-3214,266.565,-32.234,110.13,XTEJ17464-3213,,266.5650,-32.2335,309.26,306.80,311.71,0.0,2.12,2.09,2.14,9.10,,,,190,LMXB
920,SWIFTJ1747.6-2817,266.800,-28.437,24.77,IGRJ17475-2822,,266.7992,-28.4388,67.01,64.69,69.33,0.0,2.43,2.33,2.54,2.20,,,,220,molecularcloud
921,SWIFTJ1747.4-2719,266.826,-27.344,98.32,IGRJ17473-2721,,266.8253,-27.3441,231.49,229.10,233.88,0.0,2.20,2.17,2.23,35.70,,,,190,LMXB
922,SWIFTJ1747.4-3003,266.858,-30.001,79.64,SLX1744-299,,266.8578,-30.0004,133.29,131.56,135.01,0.0,3.25,3.19,3.31,4.10,,,,190,LMXB
923,SWIFTJ1747.7-2253,266.875,-22.880,7.60,IGRJ17476-2253,,266.8740,-22.8790,16.91,15.30,19.37,0.0,2.21,1.74,2.74,1.30,,,,40,Sy1.5
924,SWIFTJ1747.8+6837A,266.954,68.897,3.62,Mrk507,,267.1599,68.7044,7.40,5.52,10.23,0.0,2.15,1.42,3.21,1.10,0.0559,43.74,,40,Sy1.2
925,SWIFTJ1747.8+6837B,267.096,68.578,6.22,VIIZw742,,266.7493,68.6102,3.10,1.69,4.80,0.0,3.18,1.67,5.81,1.70,0.0630,43.47,,40,Sy1.2
926,SWIFTJ1747.9-2631A,266.983,-26.564,327.29,GX3+1,,266.9833,-26.5636,469.39,468.55,470.68,0.0,6.33,6.30,6.37,59.10,,,,190,LMXB
927,SWIFTJ1747.9-2631B,267.299,-26.647,100.34,AXJ1749.1-2639,,267.3000,-26.6472,104.26,102.78,105.54,0.0,4.00,3.93,4.08,46.30,,,,180,HMXB
928,SWIFTJ1748.1-3605,267.078,-36.120,14.48,1A1744-361,,267.0800,-36.1210,22.14,20.88,23.21,0.0,4.48,4.06,4.95,0.50,,,,190,LMXB
929,SWIFTJ1748.8-3257,267.229,-32.914,11.31,2MASSJ17485512-3254521,,267.2297,-32.9145,33.34,30.94,35.41,0.0,2.18,1.96,2.41,1.20,0.0200,43.48,,50,Sy1.9
930,SWIFTJ1749.4-2735,267.287,-27.574,2.99,AXJ1749.1-2733,,267.2880,-27.5530,11.89,9.00,14.28,0.0,3.12,2.41,4.09,1.20,,,,180,HMXB
931,SWIFTJ1749.4-2822,267.404,-28.353,4.86,SWIFTJ174938.1-282117,,267.4088,-28.3547,36.91,32.88,40.38,0.0,0.50,0.00,0.78,9.30,,,,190,LMXB
932,SWIFTJ1750.2-3701,267.553,-37.052,58.86,4U1746-37,,267.5529,-37.0522,82.51,81.42,84.13,0.0,5.45,5.32,5.59,2.70,,,,190,LMXB
933,SWIFTJ1750.6-2903,267.627,-29.051,14.93,IGRJ17507-2856,,267.6024,-29.0370,33.00,30.96,36.02,0.0,2.96,2.71,3.24,0.70,,,,12,U2
934,SWIFTJ1750.7-3117,267.691,-31.294,9.37,Granat1747-312,,267.6900,-31.2920,20.78,18.52,24.12,0.0,2.35,1.93,2.88,3.20,,,,190,LMXB
935,SWIFTJ1751.8-6019,267.972,-60.321,6.88,2MASXJ17515581-6019430,,267.9825,-60.3286,12.67,10.42,15.98,0.0,2.16,1.74,2.66,1.20,,,,50,Sy2
936,SWIFTJ1752.1-2220,268.063,-22.342,93.28,XTEJ1752-223,,268.0628,-22.3423,266.50,264.37,269.05,0.0,1.85,1.83,1.88,3.00,,,,190,LMXB
937,SWIFTJ1753.5-0130,268.366,-1.450,718.38,SWIFTJ1753.5-0127,,268.3679,-1.4525,1781.90,1779.74,1784.50,0.0,1.80,1.80,1.81,50.00,,,,190,LMXB
938,SWIFTJ1754.6-2619,268.611,-26.329,4.72,IGRJ17544-2619,,268.6070,-26.3330,18.49,15.30,22.33,0.0,0.50,0.00,1.32,3.50,,,,180,HMXB
939,SWIFTJ1758.3-3053,269.521,-30.863,6.64,IGRJ17585-3057,,269.5200,-30.8630,17.04,15.50,18.88,0.0,2.80,2.42,3.26,0.50,,,,190,LMXB
940,SWIFTJ1758.5-2123,269.644,-21.389,22.95,IGRJ17586-2129,,269.6438,-21.3892,46.01,43.05,48.03,0.0,2.33,2.21,2.46,33.10,,,,180,HMXB
941,SWIFTJ1759.9-2201,269.940,-22.028,10.47,XTEJ1759-220,,269.9396,-22.0275,18.98,16.53,20.66,0.0,2.90,2.52,3.35,0.70,,,,190,LMXB
942,SWIFTJ1800.3+6637,270.038,66.625,10.59,NGC6552,,270.0304,66.6151,20.96,17.71,23.19,0.0,1.56,1.29,1.84,0.60,0.0265,43.53,,50,Sy2
943,SWIFTJ1800.5+0808,270.184,8.186,11.15,V2301Oph,,270.1458,8.1703,15.31,13.08,16.82,0.0,3.02,2.65,3.46,1.00,,,,90,CV
944,SWIFTJ1801.1-2504,270.284,-25.079,988.92,GX5-1,,270.2842,-25.0792,1487.26,1485.73,1488.31,0.0,5.88,5.87,5.89,557.80,,,,190,LMXB
945,SWIFTJ1801.1-2544,270.301,-25.743,408.30,GRS1758-258,,270.3012,-25.7433,1420.71,1417.73,1423.36,0.0,1.62,1.61,1.63,472.10,,,,190,LMXB
946,SWIFTJ1801.5-2031,270.385,-20.529,507.28,GX9+1,,270.3846,-20.5289,714.86,713.71,715.89,0.0,6.67,6.65,6.69,125.90,,,,190,LMXB
947,SWIFTJ1802.7-2017,270.674,-20.290,56.53,SAXJ1802.7-2017,,270.6748,-20.2881,84.45,82.54,86.15,0.0,2.90,2.83,2.98,25.70,,,,180,HMXB
948,SWIFTJ1802.8-1455,270.698,-14.912,18.96,2MASXiJ1802473-145454,,270.6970,-14.9150,42.36,39.78,44.66,0.0,2.04,1.88,2.21,0.50,0.0360,44.10,,40,Sy1.2
949,SWIFTJ1806.9-5003,271.714,-50.023,6.34,tetAra,,271.6578,-50.0915,13.60,10.78,16.19,0.0,1.91,1.48,2.39,1.40,,,,110,star
950,SWIFTJ1807.9+1124,271.946,11.364,7.40,2MASXJ18074992+1120494,,271.9580,11.3470,15.42,12.54,18.08,0.0,1.89,1.41,2.43,1.40,0.0800,44.39,,40,Sy1.2
951,SWIFTJ1807.9+0549,271.965,5.852,9.57,V426Oph,,271.9655,5.8635,12.89,11.11,14.50,0.0,3.26,2.81,3.83,0.70,,,,90,CV
952,SWIFTJ1808.5-3655,272.119,-36.988,18.47,SAXJ1808.4-3658,,272.1150,-36.9790,36.80,34.29,39.14,0.0,2.34,2.15,2.53,1.40,,,,190,LMXB
953,SWIFTJ1808.7-2024,272.164,-20.411,16.00,SGR1806-20,,272.1638,-20.4110,52.56,49.46,56.09,0.0,1.66,1.51,1.81,0.50,,,,150,Pulsar
954,SWIFTJ1810.2-1903,272.586,-19.070,34.18,XTEJ1810-189,,272.5863,-19.0697,82.09,79.56,84.96,0.0,2.23,2.15,2.30,9.40,,,,190,LMXB
955,SWIFTJ1810.8-2610,272.656,-26.131,9.42,SAXJ1810.8-2609,,272.6850,-26.1500,23.98,21.32,26.99,0.0,2.15,1.89,2.42,3.40,,,,190,LMXB
956,SWIFTJ1811.5-1925,272.872,-19.424,10.85,PSRJ1811-1925,,272.8720,-19.4240,34.65,31.96,37.70,0.0,2.07,1.87,2.29,1.10,,,,150,Pulsar
